Diploma,Opleiding,Jaar,Semester,Cursuscode,Studiepunten,Lesgevers,Trefwoorden,Evaluatiemomenten,Evaluatievormen PGE1,Evaluatievormen PGE2,Evaluatievormen NPGE
BACH,EB6ION,1,2,E610053,6,Jan Devos|Brecht Willems,programmeren|python|html|css|databanken|sql|computerwetenschappen (p170)|informatica (p175)|computertechnologie (t120).,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,participatie|vaardigheidstest
BACH,EB6ION,1,J,E610013,6,Michael Monte|Ria Callens,statica|kinematica|kinetica|wetten van newton|energie|kracht|moment|impuls|puntmassa|star lichaam,periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,
BACH,EB6ION,1,J,E610052,5,Kurt Stockman|Ria Callens|Simon De Boever|Steve Dereyne|Jan Detand|Michael Monte|Olivier Rysman|Steven Verstockt|Leen Pollefliet,cdio|projectwerk|schriftelijke en mondelinge presentaties.,niet-periodegebonden,,,werkstuk|peer-evaluatie|verslag
BACH,EB6ION,2,1,E620032,6,Bruno Vanslambrouck|Martijn van den Broek,hydrostatica|fluïdomechanica|stroming in buizen|leidingsystemen|pompen|warmteoverdracht|thermodynamica|kringprocessen|stoom|vochtige lucht,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,EB6ION,2,1,E620052,3,Michael Monte,statica|spanningen|buiging|afschuiving|trek|druk|torsie,periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,
BACH,EB6ION,2,1,E620070,6,Olivier Rysman|Bram Carton,2d graphics|fotografie|3d graphics|computer graphics|cgi|visualisaties|adobe photoshop|adobe illustrator|autodesk vred|productfotografie,periodegebonden|niet-periodegebonden,schriftelijk examen|vaardigheidstest,schriftelijk examen|vaardigheidstest,werkstuk
BACH,EB6ION,2,1,E620600,3,Jos Knockaert|Wesley Cottegnie,driefasige systemen|transformator|inductiemachine|vermogenmeting|contactor,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,schriftelijk examen|participatie
BACH,EB6ION,2,1,E620700,3,Olivier Rysman|Davy Parmentier,cad|machineonderdelen|productietechniek|mechanisch ontwerpen,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,werkstuk
BACH,EB6ION,2,1,I610008,6,Jan De Smet|Christophe Wille,scheidingstechnieken|ph|redox|buffers|stoichiometrie|oplossingen|oplosbaarheid.,periodegebonden|niet-periodegebonden,schriftelijk examen|mondeling examen,schriftelijk examen|mondeling examen,schriftelijk examen|gedragsevaluatie op de werkvloer|verslag
BACH,EB6ION,2,2,E610055,3,Sam Lemey|Brecht Willems,elektronica,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,schriftelijk examen|verslag
BACH,EB6ION,2,2,E620036,6,Olivier Rysman,cad|solid parametrisch modelleren|surface modelleren,periodegebonden|niet-periodegebonden,schriftelijk examen|vaardigheidstest,schriftelijk examen|vaardigheidstest,werkstuk
BACH,EB6ION,2,2,E620048,3,Eric Laermans,statistiek,periodegebonden,schriftelijk examen met open vragen|openboekexamen,schriftelijk examen met open vragen|openboekexamen,
BACH,EB6ION,2,2,E620066,6,Wim De Waele|Yannick Christiaens,industriële productiemethoden|productiegericht ontwerpen,periodegebonden|niet-periodegebonden,mondeling examen,mondeling examen,participatie|werkstuk|verslag
BACH,EB6ION,2,2,E620110,5,Jelle Saldien,future trends|cyber physical systems|ai|robotica|iot|blockchain|nanotechnology|biotechnology|smart materials|future interfaces,periodegebonden|niet-periodegebonden,schriftelijk examen|vaardigheidstest,schriftelijk examen|vaardigheidstest,participatie|werkstuk
