Diploma,Opleiding,Jaar,Semester,Cursuscode,Studiepunten,Lesgevers,Trefwoorden,Evaluatiemomenten,Evaluatievormen PGE1,Evaluatievormen PGE2,Evaluatievormen NPGE
BACH,IBBIORBN,2,2,I002436,5,Wim Soetaert,bacteriën|schimmels|gisten|virussen|morfologie|fysiologie|nutritie|genetica|metabolisme|taxonomie|immunologie,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,participatie|verslag

BACH,IBBIORBN,2,2,I002437,7,Matthias D'hooghe,organische chemie,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,gedragsevaluatie op de werkvloer|verslag

BACH,IBBIORBN,2,2,I002438,3,Niko Verhoest,fluïda in rust|fluïdodynamica|visceuze stroming in leidingen|pompen en turbines|meet- en regelinstrumenten,periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,

BACH,IBBIORBN,2,2,I002439,4,Marc Van Meirvenne|Kris Verheyen,landschapsvormende processen| glacialen en interglacialen|bodemkunde|hydrogeologie|geologie en geomorfologie van belgië deel cenozoïcum|antropoceen|planetaire grenzen|globale veranderingen|duurzame ontwikkeling.,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen

BACH,IBBIORBN,2,2,I002440,5,Jan Verwaeren,data-wrangling|data-exploratie|datavisualisatie|datacommunicatie|r|exploratieve hoogdimensionale data-analyse.,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|openboekexamen,schriftelijk examen met open vragen|openboekexamen,verslag

BACH,IBBIORBN,3,1,I002441,4,Stijn Luca,statistiek|data-analyse|lineaire modellen|hypothese toetsen|variantieanalyse|regressie- analyse|logistische regressie|likelihood|niet-parametrische testen,periodegebonden|niet-periodegebonden,schriftelijk examen|openboekexamen,schriftelijk examen|openboekexamen,vaardigheidstest

BACH,IBBIORBN,3,1,I002443,4,Jan Pieters,conductie|convectie|straling|diffusie,periodegebonden,schriftelijk examen,schriftelijk examen,

BACH,IBBIORBN,3,1,I002446,4,Wim Verbeke|Xavier Gellynck,economie|micro-economie|macro-economie,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,

BACH,IBBIORBN,3,1,I002450,5,Frieke Vancoillie,aardobservatie|platformen|sensoren|luchtfotografie|satellietbeelden|visuele beeldinterpretatie|digitale beeldverwerking en informatie-extractie,periodegebonden,schriftelijk examen met open vragen|mondeling examen|vaardigheidstest,schriftelijk examen met open vragen|mondeling examen|vaardigheidstest,

BACH,IBBIORBN,3,1,I002455,5,Stefaan De Neve|Wim Cornelis,verwering en uitgangsmaterialen van bodems|bodemvorming|chemische en fysische bodemkarakteristieken|bodemkwaliteit|bodemclassificatie|bodemvorming,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,participatie|werkstuk

BACH,IBBIORBN,3,1,I002457,3,Lander Baeten,plantengemeenschappen|biodiversiteit|gemeenschapsecologie|vegetatieopnamen|ordinatie|classificatie|inventarisatie,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,participatie|vaardigheidstest

BACH,IBBIORBN,3,2,I002414,5,Frieke Vancoillie,geografische informatiesystemen|digitale databanken|ruimtelijke gegevensanalyse,periodegebonden|niet-periodegebonden,mondeling examen|vaardigheidstest,mondeling examen|vaardigheidstest,participatie|werkstuk|verslag

BACH,IBBIORBN,3,2,I002442,4,Jo Dewulf,proceskunde|eenheidsprocessen|eenheidsoperaties,periodegebonden,openboekexamen,openboekexamen,

BACH,IBBIORBN,3,2,I002444,4,Kristof Demeestere|Gijs Du Laing,analyseproces|anorganische analysetechnieken|scheidingstechnieken|chromatografie|elektroforese|moleculaire spectroscopie|massaspectrometrie|kalibratie|analytische performantiekarakteristieken,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,participatie|verslag

BACH,IBBIORBN,3,2,I002445,4,Ingmar Nopens,biosysteemdynamica|modelleren|simuleren|gevoeligheidsanalyse|parameterschatting|onzekerheidsanalyse|modelselectie|optimaal experimenteel ontwerp,periodegebonden,schriftelijk examen,schriftelijk examen,

BACH,IBBIORBN,3,2,I002461,3,Kris Verheyen,landscapsecologie|toegepaste vegetatiekunde|flora|fauna|bodem|water,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,peer-evaluatie|verslag

BACH,IBBIORBN,3,2,I002751,3,Niko Verhoest,waterbeheer|hydrologische processen|inleiding tot modellering|inleiding tot ecohydrologie,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|mondeling examen,schriftelijk examen met open vragen|mondeling examen,mondeling examen|verslag

BACH,IBBIORBN,3,J,I002447,6,Niko Verhoest|Jana Asselman|Lander Baeten|Marjan De Mey|Stefaan De Neve|Monica Höfte|Peter Ragaert,multidisciplinair literatuuronderzoek en praktijkstudie met kritische interpretatie|werk in groepsverband|technieken voor literatuurontsluiting|schriftelijk en mondeling rapporteren,periodegebonden|niet-periodegebonden,mondeling examen|werkstuk|peer-evaluatie,mondeling examen|werkstuk|peer-evaluatie,participatie

BACH,IBBIORBN,3,J,I002458,6,Kris Verheyen|Joris Van Acker,bosecosysteem|bosecologie|dendrologie|houtidentificatie|houtgebruik,periodegebonden|niet-periodegebonden,mondeling examen|verslag,mondeling examen|verslag,verslag

BACH,IBBIORCG,1,1,I002417,5,Dirk Poelman,mechanica|mechanische trillingen en golven|statica|dynamica,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,

BACH,IBBIORCG,1,1,I002418,5,Rik Van Deun,atoom|ion|molecule|periodiek systeem|chemische reactie|enthalpie|chemische binding|ideale en reële gassen|intermoleculaire attractiekrachten|aggregatietoestand|oplossingen|reactiesnelheid en -orde|reactiemechanisme|elementen en verbindingen in de biosfeer,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|gedragsevaluatie op de werkvloer|verslag

BACH,IBBIORCG,1,1,I002419,4,Godelieve Gheysen,prokaryotische cel|eukaryotische cel|celorganellen|basis biochemische moleculen|dna|rna|eiwit|genoom|dna-replicatie en -herstel|transcriptie|translatie|mitose|meiose|mutatie|recombinatie|genregulatie|epigenetica|(mendeliaanse en niet-mendeliaanse) overerving|evolutie|recombinant dna|pcr|dna-hybridisatie|ggo,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,participatie|verslag

BACH,IBBIORCG,1,1,I002420,5,Pieter De Frenne,plantkunde|anatomie|morfologie|biodiversiteit van planten,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,werkstuk|peer-evaluatie

BACH,IBBIORCG,1,2,I002422,5,Willem Waegeman,theoretische concepten en toepassingen van lineaire algebra,periodegebonden,schriftelijk examen,schriftelijk examen,schriftelijk examen

BACH,IBBIORCG,1,2,I002423,5,Frederik Ronsse,fysische thermodynamica|fase-overgang|thermodynamische cycli|toegepaste thermodynamica,periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,

BACH,IBBIORCG,1,2,I002424,6,Rik Van Deun|Gijs Du Laing,chemische thermodynamica|chemisch evenwicht|zuren|basen|zouten|buffers|redox|elektrochemie|weinig oplosbare verbindingen|analytische chemie|gravimetrie|volumetrie|chemische industrie,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|vaardigheidstest|gedragsevaluatie op de werkvloer|verslag

BACH,IBBIORCG,1,2,I002425,5,Luc Tirry,dierkunde|invertebraten|dierlijke weefsels|reproductie en ontwikkeling|protozoa|metazoa,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,vaardigheidstest

BACH,IBBIORCG,1,2,I002426,5,Marc Van Meirvenne,planeet aarde|gesteentevormende mineralen|gesteentecyclus|geologische processen|geologische tijd|biologische evolutie|klimaat|geologie en geomorfologie van belgië (deel paleozoïcum en mesozoïcum),periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|mondeling examen|werkstuk

BACH,IBBIORCG,1,2,I002427,4,Kathy Steppe,ecosystemen|energiedoorstroming|kringlopen|populaties|gemeenschappen|klimaat,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,verslag

BACH,IBBIORCG,1,A,I002416,6,Jan Baetens,verzamelingen|vectoren|continuïteit|limieten|functies|exponentiële|logaritmische|goniometrische|cyclometrische en hyperbolische functies|afleiden|integreren|(macht) reeksen|taylor-reeksen|vectorfuncties|functies van één veranderlijke|functies van meerdere veranderlijken|meervoudige integralen|pool-|cilinder- en bolcoördinaten|mathematica|matlab,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,

BACH,IBBIORCG,1,J,I002421,5,Jan Verwaeren,wetenschappelijk rekenen|programmeren|algoritmen|datastructuren|matlab,periodegebonden|niet-periodegebonden,schriftelijk examen|openboekexamen,schriftelijk examen|openboekexamen,schriftelijk examen|openboekexamen

BACH,IBBIORCG,2,1,I002428,5,Bernard De Baets,gewone en partiële differentiaalvergelijkingen|analytische methodes|numerieke methodes|matlab|stabiliteit,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen|openboekexamen,schriftelijk examen met open vragen|schriftelijk examen|openboekexamen,

BACH,IBBIORCG,2,1,I002429,5,Toon Verstraelen,natuurkunde|elektriciteit|magnetisme|elektromagnetische golven|licht|sensoren,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,participatie|peer-evaluatie

BACH,IBBIORCG,2,1,I002430,4,Luc Tirry,dierkunde|vertebraten|fysiologie|deuterostomia|chordata,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,vaardigheidstest

BACH,IBBIORCG,2,1,I002431,5,Dirk Reheul,plantenfysiologie|groei en ontwikkeling|planten in hun omgeving,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,werkstuk|verslag

BACH,IBBIORCG,2,1,I002432,3,Matthias D'hooghe,organische chemie,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,gedragsevaluatie op de werkvloer|verslag

BACH,IBBIORCG,2,1,I002433,4,Els Van Damme,macromoleculen|enzymen|enzymkinetiek|centraal metabolisme|toepassingen van biochemie,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,participatie|verslag

BACH,IBBIORCG,2,1,I002434,5,Frank Nevens|Jo Dewulf,duurzame ontwikkeling|systeemdenken|transities|productie-en consumptiesystemen|duurzaamheidsevaluatie,periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,participatie|werkstuk|peer-evaluatie

BACH,IBBIORCG,2,2,I002435,5,Bernard De Baets,probabiliteit|toevalsveranderlijken en -vectoren|limietstellingen|steekproeven|schatten van parameters|sampling algoritmen|onzekerheidspropagatie|matlab,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen|openboekexamen,schriftelijk examen met open vragen|schriftelijk examen|openboekexamen,

BACH,IBBIORCG,2,2,I002436,5,Wim Soetaert,bacteriën|schimmels|gisten|virussen|morfologie|fysiologie|nutritie|genetica|metabolisme|taxonomie|immunologie,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,participatie|verslag

BACH,IBBIORCG,2,2,I002437,7,Matthias D'hooghe,organische chemie,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,gedragsevaluatie op de werkvloer|verslag

BACH,IBBIORCG,2,2,I002438,3,Niko Verhoest,fluïda in rust|fluïdodynamica|visceuze stroming in leidingen|pompen en turbines|meet- en regelinstrumenten,periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,

BACH,IBBIORCG,2,2,I002439,4,Marc Van Meirvenne|Kris Verheyen,landschapsvormende processen| glacialen en interglacialen|bodemkunde|hydrogeologie|geologie en geomorfologie van belgië deel cenozoïcum|antropoceen|planetaire grenzen|globale veranderingen|duurzame ontwikkeling.,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen

BACH,IBBIORCG,2,2,I002440,5,Jan Verwaeren,data-wrangling|data-exploratie|datavisualisatie|datacommunicatie|r|exploratieve hoogdimensionale data-analyse.,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|openboekexamen,schriftelijk examen met open vragen|openboekexamen,verslag

BACH,IBBIORCG,3,1,I002441,4,Stijn Luca,statistiek|data-analyse|lineaire modellen|hypothese toetsen|variantieanalyse|regressie- analyse|logistische regressie|likelihood|niet-parametrische testen,periodegebonden|niet-periodegebonden,schriftelijk examen|openboekexamen,schriftelijk examen|openboekexamen,vaardigheidstest

BACH,IBBIORCG,3,1,I002443,4,Jan Pieters,conductie|convectie|straling|diffusie,periodegebonden,schriftelijk examen,schriftelijk examen,

BACH,IBBIORCG,3,1,I002446,4,Wim Verbeke|Xavier Gellynck,economie|micro-economie|macro-economie,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,

BACH,IBBIORCG,3,1,I002505,4,Nico Boon,microbiële ecologie|microbiële diversiteit|bodemmicrobiologie|microbiologie van de hogere organismen|nutriëntencycli,periodegebonden|niet-periodegebonden,openboekexamen|mondeling examen,openboekexamen|mondeling examen,werkstuk

BACH,IBBIORCG,3,1,I002511,5,Tom Desmet,biokatalyse|bioconversie|enzymtechnologie|engineering|immobilisatie|solventsystemen|industriële toepassingen,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,participatie|verslag

BACH,IBBIORCG,3,1,I002521,5,Lander Bauters|Winnok De Vos|Andre Skirtach,moleculaire biologie|cytologie|biochemie|cel communicatie en ontwikkeling,periodegebonden|niet-periodegebonden,schriftelijk examen|mondeling examen,schriftelijk examen|mondeling examen,participatie|werkstuk|verslag

BACH,IBBIORCG,3,1,I002522,6,Tina Kyndt|Marjan De Mey|Els Van Damme,kloneringstechnieken|expressievectoren|cdna- en genomische banken|dna-|rna- en proteine-analyse technieken|pcr toepassingen|moleculaire merkers|genisolatie|gen- en genoomanalyse,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|mondeling examen,schriftelijk examen met open vragen|mondeling examen,participatie|verslag

BACH,IBBIORCG,3,2,I002442,4,Jo Dewulf,proceskunde|eenheidsprocessen|eenheidsoperaties,periodegebonden,openboekexamen,openboekexamen,

BACH,IBBIORCG,3,2,I002444,4,Kristof Demeestere|Gijs Du Laing,analyseproces|anorganische analysetechnieken|scheidingstechnieken|chromatografie|elektroforese|moleculaire spectroscopie|massaspectrometrie|kalibratie|analytische performantiekarakteristieken,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,participatie|verslag

BACH,IBBIORCG,3,2,I002445,4,Ingmar Nopens,biosysteemdynamica|modelleren|simuleren|gevoeligheidsanalyse|parameterschatting|onzekerheidsanalyse|modelselectie|optimaal experimenteel ontwerp,periodegebonden,schriftelijk examen,schriftelijk examen,

BACH,IBBIORCG,3,2,I002518,5,Thomas Van Leeuwen,overerving van discrete en non-discrete kenmerken|genetische analyse|geninteracties|populatiegenetica|kwantitatieve genetica,periodegebonden,openboekexamen,openboekexamen,

BACH,IBBIORCG,3,2,I002523,5,Monica Höfte|Tom Defoirdt|Tom Van de Wiele,genregulatie|quorum sensing|sigmafactoren|gastheer-pathogeen interactie,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,participatie|werkstuk|verslag

BACH,IBBIORCG,3,J,I002447,6,Niko Verhoest|Jana Asselman|Lander Baeten|Marjan De Mey|Stefaan De Neve|Monica Höfte|Peter Ragaert,multidisciplinair literatuuronderzoek en praktijkstudie met kritische interpretatie|werk in groepsverband|technieken voor literatuurontsluiting|schriftelijk en mondeling rapporteren,periodegebonden|niet-periodegebonden,mondeling examen|werkstuk|peer-evaluatie,mondeling examen|werkstuk|peer-evaluatie,participatie

BACH,IBBIORCV,1,1,I002417,5,Dirk Poelman,mechanica|mechanische trillingen en golven|statica|dynamica,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,

BACH,IBBIORCV,1,1,I002418,5,Rik Van Deun,atoom|ion|molecule|periodiek systeem|chemische reactie|enthalpie|chemische binding|ideale en reële gassen|intermoleculaire attractiekrachten|aggregatietoestand|oplossingen|reactiesnelheid en -orde|reactiemechanisme|elementen en verbindingen in de biosfeer,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|gedragsevaluatie op de werkvloer|verslag

BACH,IBBIORCV,1,1,I002419,4,Godelieve Gheysen,prokaryotische cel|eukaryotische cel|celorganellen|basis biochemische moleculen|dna|rna|eiwit|genoom|dna-replicatie en -herstel|transcriptie|translatie|mitose|meiose|mutatie|recombinatie|genregulatie|epigenetica|(mendeliaanse en niet-mendeliaanse) overerving|evolutie|recombinant dna|pcr|dna-hybridisatie|ggo,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,participatie|verslag

BACH,IBBIORCV,1,1,I002420,5,Pieter De Frenne,plantkunde|anatomie|morfologie|biodiversiteit van planten,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,werkstuk|peer-evaluatie

BACH,IBBIORCV,1,2,I002422,5,Willem Waegeman,theoretische concepten en toepassingen van lineaire algebra,periodegebonden,schriftelijk examen,schriftelijk examen,schriftelijk examen

BACH,IBBIORCV,1,2,I002423,5,Frederik Ronsse,fysische thermodynamica|fase-overgang|thermodynamische cycli|toegepaste thermodynamica,periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,

BACH,IBBIORCV,1,2,I002424,6,Rik Van Deun|Gijs Du Laing,chemische thermodynamica|chemisch evenwicht|zuren|basen|zouten|buffers|redox|elektrochemie|weinig oplosbare verbindingen|analytische chemie|gravimetrie|volumetrie|chemische industrie,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|vaardigheidstest|gedragsevaluatie op de werkvloer|verslag

BACH,IBBIORCV,1,2,I002425,5,Luc Tirry,dierkunde|invertebraten|dierlijke weefsels|reproductie en ontwikkeling|protozoa|metazoa,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,vaardigheidstest

BACH,IBBIORCV,1,2,I002426,5,Marc Van Meirvenne,planeet aarde|gesteentevormende mineralen|gesteentecyclus|geologische processen|geologische tijd|biologische evolutie|klimaat|geologie en geomorfologie van belgië (deel paleozoïcum en mesozoïcum),periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|mondeling examen|werkstuk

BACH,IBBIORCV,1,2,I002427,4,Kathy Steppe,ecosystemen|energiedoorstroming|kringlopen|populaties|gemeenschappen|klimaat,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,verslag

BACH,IBBIORCV,1,A,I002416,6,Jan Baetens,verzamelingen|vectoren|continuïteit|limieten|functies|exponentiële|logaritmische|goniometrische|cyclometrische en hyperbolische functies|afleiden|integreren|(macht) reeksen|taylor-reeksen|vectorfuncties|functies van één veranderlijke|functies van meerdere veranderlijken|meervoudige integralen|pool-|cilinder- en bolcoördinaten|mathematica|matlab,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,

BACH,IBBIORCV,1,J,I002421,5,Jan Verwaeren,wetenschappelijk rekenen|programmeren|algoritmen|datastructuren|matlab,periodegebonden|niet-periodegebonden,schriftelijk examen|openboekexamen,schriftelijk examen|openboekexamen,schriftelijk examen|openboekexamen

BACH,IBBIORCV,2,1,I002428,5,Bernard De Baets,gewone en partiële differentiaalvergelijkingen|analytische methodes|numerieke methodes|matlab|stabiliteit,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen|openboekexamen,schriftelijk examen met open vragen|schriftelijk examen|openboekexamen,

BACH,IBBIORCV,2,1,I002429,5,Toon Verstraelen,natuurkunde|elektriciteit|magnetisme|elektromagnetische golven|licht|sensoren,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,participatie|peer-evaluatie

BACH,IBBIORCV,2,1,I002430,4,Luc Tirry,dierkunde|vertebraten|fysiologie|deuterostomia|chordata,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,vaardigheidstest

BACH,IBBIORCV,2,1,I002431,5,Dirk Reheul,plantenfysiologie|groei en ontwikkeling|planten in hun omgeving,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,werkstuk|verslag

BACH,IBBIORCV,2,1,I002432,3,Matthias D'hooghe,organische chemie,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,gedragsevaluatie op de werkvloer|verslag

BACH,IBBIORCV,2,1,I002433,4,Els Van Damme,macromoleculen|enzymen|enzymkinetiek|centraal metabolisme|toepassingen van biochemie,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,participatie|verslag

BACH,IBBIORCV,2,1,I002434,5,Frank Nevens|Jo Dewulf,duurzame ontwikkeling|systeemdenken|transities|productie-en consumptiesystemen|duurzaamheidsevaluatie,periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,participatie|werkstuk|peer-evaluatie

BACH,IBBIORCV,2,2,I002435,5,Bernard De Baets,probabiliteit|toevalsveranderlijken en -vectoren|limietstellingen|steekproeven|schatten van parameters|sampling algoritmen|onzekerheidspropagatie|matlab,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen|openboekexamen,schriftelijk examen met open vragen|schriftelijk examen|openboekexamen,

BACH,IBBIORCV,2,2,I002436,5,Wim Soetaert,bacteriën|schimmels|gisten|virussen|morfologie|fysiologie|nutritie|genetica|metabolisme|taxonomie|immunologie,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,participatie|verslag

BACH,IBBIORCV,2,2,I002437,7,Matthias D'hooghe,organische chemie,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,gedragsevaluatie op de werkvloer|verslag

BACH,IBBIORCV,2,2,I002438,3,Niko Verhoest,fluïda in rust|fluïdodynamica|visceuze stroming in leidingen|pompen en turbines|meet- en regelinstrumenten,periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,

BACH,IBBIORCV,2,2,I002439,4,Marc Van Meirvenne|Kris Verheyen,landschapsvormende processen| glacialen en interglacialen|bodemkunde|hydrogeologie|geologie en geomorfologie van belgië deel cenozoïcum|antropoceen|planetaire grenzen|globale veranderingen|duurzame ontwikkeling.,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen

BACH,IBBIORCV,2,2,I002440,5,Jan Verwaeren,data-wrangling|data-exploratie|datavisualisatie|datacommunicatie|r|exploratieve hoogdimensionale data-analyse.,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|openboekexamen,schriftelijk examen met open vragen|openboekexamen,verslag

BACH,IBBIORCV,3,1,I002441,4,Stijn Luca,statistiek|data-analyse|lineaire modellen|hypothese toetsen|variantieanalyse|regressie- analyse|logistische regressie|likelihood|niet-parametrische testen,periodegebonden|niet-periodegebonden,schriftelijk examen|openboekexamen,schriftelijk examen|openboekexamen,vaardigheidstest

BACH,IBBIORCV,3,1,I002443,4,Jan Pieters,conductie|convectie|straling|diffusie,periodegebonden,schriftelijk examen,schriftelijk examen,

BACH,IBBIORCV,3,1,I002446,4,Wim Verbeke|Xavier Gellynck,economie|micro-economie|macro-economie,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,

BACH,IBBIORCV,3,1,I002509,5,Frank Devlieghere,microbiële contaminatie|conservering|microbiële voedselveiligheid|bederf|hygiëne,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|openboekexamen|mondeling examen,schriftelijk examen met open vragen|openboekexamen|mondeling examen,mondeling examen|participatie|verslag

BACH,IBBIORCV,3,1,I002511,5,Tom Desmet,biokatalyse|bioconversie|enzymtechnologie|engineering|immobilisatie|solventsystemen|industriële toepassingen,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,participatie|verslag

BACH,IBBIORCV,3,1,I002512,5,Christian Stevens,synthese|kinetiek|rheologie|eigenschappen|vormgeving|recyclage van polymeren,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen,schriftelijk examen met open vragen|schriftelijk examen,gedragsevaluatie op de werkvloer|verslag

BACH,IBBIORCV,3,2,I002442,4,Jo Dewulf,proceskunde|eenheidsprocessen|eenheidsoperaties,periodegebonden,openboekexamen,openboekexamen,

BACH,IBBIORCV,3,2,I002444,4,Kristof Demeestere|Gijs Du Laing,analyseproces|anorganische analysetechnieken|scheidingstechnieken|chromatografie|elektroforese|moleculaire spectroscopie|massaspectrometrie|kalibratie|analytische performantiekarakteristieken,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,participatie|verslag

BACH,IBBIORCV,3,2,I002445,4,Ingmar Nopens,biosysteemdynamica|modelleren|simuleren|gevoeligheidsanalyse|parameterschatting|onzekerheidsanalyse|modelselectie|optimaal experimenteel ontwerp,periodegebonden,schriftelijk examen,schriftelijk examen,

